OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,Fireplaces,GarageArea,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Utilities_NoSeWa
6.0,1958.0,1988.0,1240.0,1632.0,2.0,1.0,338.0,139000.0,False,False,True,False,False
5.0,1982.0,1982.0,816.0,816.0,1.0,0.0,264.0,124500.0,False,False,True,False,False
7.0,1925.0,2007.0,952.0,1548.0,2.0,0.0,672.0,205000.0,False,False,True,False,False
7.0,2003.0,2003.0,1560.0,1560.0,2.0,0.0,573.0,201000.0,False,False,True,False,False
4.0,1951.0,1951.0,864.0,864.0,1.0,0.0,400.0,141000.0,False,False,True,False,False
9.0,2006.0,2007.0,2121.0,2121.0,2.0,1.0,732.0,415298.0,False,False,True,False,False
7.0,1977.0,1977.0,1160.0,2022.0,2.0,1.0,505.0,192000.0,False,False,True,False,False
7.0,1989.0,1989.0,807.0,1982.0,2.0,1.0,575.0,228500.0,False,False,True,False,False
6.0,2006.0,2006.0,1262.0,1262.0,2.0,0.0,572.0,185000.0,True,False,False,False,False
7.0,2007.0,2008.0,1314.0,1314.0,2.0,1.0,626.0,207500.0,False,False,True,False,False
8.0,2008.0,2009.0,1468.0,1468.0,2.0,1.0,898.0,244600.0,False,False,True,False,False
6.0,1992.0,1992.0,1575.0,1575.0,2.0,0.0,529.0,179200.0,False,False,True,False,False
7.0,2006.0,2007.0,625.0,1250.0,2.0,0.0,528.0,164700.0,True,False,False,False,False
6.0,1962.0,1981.0,912.0,1734.0,1.0,1.0,440.0,159000.0,False,False,True,False,False
4.0,1971.0,1971.0,858.0,858.0,1.0,0.0,0.0,88000.0,False,False,True,False,False
5.0,1967.0,1967.0,882.0,900.0,1.0,0.0,280.0,122000.0,False,False,True,False,False
6.0,1915.0,2003.0,698.0,1396.0,1.0,0.0,384.0,153575.0,False,False,True,False,False
8.0,2006.0,2006.0,1079.0,1919.0,2.0,1.0,685.0,233230.0,False,False,True,False,False
5.0,1912.0,2000.0,780.0,1716.0,2.0,0.0,0.0,135900.0,False,False,True,False,False
5.0,1949.0,2008.0,768.0,1716.0,1.0,1.0,281.0,131000.0,False,False,True,False,False
7.0,1977.0,1994.0,795.0,2263.0,2.0,1.0,539.0,235000.0,False,False,True,False,False
6.0,1953.0,1953.0,1416.0,1644.0,1.0,2.0,418.0,167000.0,False,False,True,False,False
6.0,1984.0,1984.0,1003.0,1003.0,1.0,0.0,588.0,142500.0,False,False,True,False,False
5.0,1950.0,1950.0,910.0,1558.0,1.0,0.0,282.0,152000.0,False,False,False,True,False
7.0,1997.0,1998.0,975.0,1950.0,2.0,1.0,576.0,239000.0,True,False,False,False,False
6.0,1968.0,1968.0,702.0,1743.0,1.0,1.0,539.0,175000.0,False,False,True,False,False
6.0,1950.0,2004.0,1092.0,1152.0,1.0,1.0,300.0,158500.0,False,False,True,False,False
5.0,1953.0,1953.0,1165.0,1336.0,1.0,2.0,375.0,157000.0,False,False,True,False,False
8.0,1998.0,1999.0,1028.0,2452.0,2.0,1.0,683.0,267000.0,False,False,True,False,False
7.0,2001.0,2002.0,1541.0,1541.0,2.0,1.0,843.0,205000.0,False,False,True,False,False
5.0,1972.0,1972.0,894.0,894.0,1.0,0.0,552.0,149900.0,False,False,True,False,False
7.0,1880.0,2002.0,1470.0,3493.0,3.0,1.0,870.0,295000.0,False,False,False,True,False
8.0,2004.0,2005.0,2000.0,2000.0,2.0,0.0,888.0,305900.0,False,False,True,False,False
7.0,1990.0,1991.0,700.0,2243.0,2.0,1.0,746.0,225000.0,False,False,True,False,False
6.0,1920.0,1950.0,319.0,1406.0,1.0,0.0,0.0,89500.0,False,False,False,True,False
4.0,1940.0,1950.0,861.0,861.0,1.0,0.0,539.0,82500.0,False,False,True,False,False
9.0,2003.0,2004.0,1896.0,1944.0,2.0,3.0,708.0,360000.0,False,False,True,False,False
6.0,1993.0,1994.0,697.0,1501.0,2.0,1.0,420.0,165600.0,False,False,True,False,False
6.0,1948.0,2002.0,972.0,972.0,1.0,1.0,240.0,132000.0,False,False,True,False,False
5.0,1939.0,1950.0,793.0,1118.0,1.0,1.0,410.0,119900.0,False,False,False,True,False
7.0,1965.0,1965.0,2136.0,2036.0,2.0,2.0,513.0,375000.0,False,False,True,False,False
7.0,1925.0,1990.0,728.0,1641.0,1.0,1.0,546.0,178000.0,False,False,False,True,False
7.0,2004.0,2005.0,716.0,1432.0,2.0,1.0,432.0,188500.0,False,False,True,False,False
7.0,1980.0,1980.0,845.0,2353.0,2.0,1.0,484.0,260000.0,False,False,True,False,False
8.0,2006.0,2006.0,1088.0,1959.0,2.0,1.0,1025.0,270000.0,True,False,False,False,False
7.0,1993.0,1993.0,1347.0,2646.0,2.0,1.0,656.0,260000.0,False,False,True,False,False
7.0,1980.0,1980.0,1372.0,1472.0,2.0,2.0,588.0,187500.0,False,False,True,False,False
9.0,2006.0,2006.0,1249.0,2596.0,3.0,0.0,840.0,342643.0,False,False,True,False,False
8.0,2004.0,2004.0,1136.0,2468.0,2.0,1.0,872.0,354000.0,False,False,True,False,False
7.0,1986.0,1987.0,1502.0,2730.0,2.0,1.0,576.0,301000.0,False,False,True,False,False
3.0,1955.0,2005.0,1162.0,1163.0,1.0,0.0,220.0,126175.0,False,False,False,True,False
7.0,1967.0,2007.0,710.0,2978.0,2.0,1.0,564.0,242000.0,False,False,True,False,False
5.0,1941.0,1950.0,720.0,803.0,1.0,0.0,360.0,87000.0,False,False,False,True,False
8.0,1993.0,1993.0,1719.0,1719.0,1.0,2.0,473.0,324000.0,False,False,True,False,False
6.0,1960.0,1960.0,1383.0,1383.0,1.0,0.0,292.0,145250.0,False,False,True,False,False
6.0,1916.0,1994.0,844.0,2134.0,2.0,0.0,441.0,214500.0,False,False,True,False,False
5.0,1920.0,1950.0,596.0,1192.0,1.0,0.0,189.0,78000.0,False,False,False,True,False
5.0,1964.0,1964.0,1728.0,1728.0,2.0,0.0,352.0,119000.0,False,False,True,False,False
5.0,1958.0,1992.0,1056.0,1056.0,1.0,0.0,308.0,139000.0,False,False,True,False,False
8.0,2003.0,2004.0,3206.0,1629.0,2.0,1.0,880.0,284000.0,False,False,True,False,False
7.0,2004.0,2004.0,1358.0,1358.0,2.0,1.0,484.0,207000.0,False,False,False,True,False
6.0,1998.0,1998.0,943.0,1638.0,2.0,2.0,472.0,192000.0,False,False,True,False,False
5.0,1965.0,1965.0,1499.0,1786.0,2.0,2.0,529.0,228950.0,False,False,True,False,False
9.0,2005.0,2006.0,1922.0,1922.0,2.0,1.0,676.0,377426.0,False,False,True,False,False
7.0,2002.0,2003.0,1536.0,1536.0,2.0,0.0,532.0,214000.0,False,False,True,False,False
7.0,1984.0,1998.0,1208.0,1621.0,2.0,0.0,440.0,202500.0,False,False,True,False,False
6.0,1958.0,1998.0,1215.0,1215.0,1.0,0.0,297.0,155000.0,False,False,True,False,False
8.0,2002.0,2002.0,967.0,1908.0,2.0,0.0,431.0,202900.0,False,False,True,False,False
4.0,1950.0,1950.0,721.0,841.0,1.0,0.0,294.0,82000.0,False,True,False,False,False
3.0,1949.0,1950.0,0.0,1040.0,2.0,0.0,400.0,87500.0,False,False,True,False,False
9.0,2005.0,2005.0,1684.0,1684.0,2.0,1.0,564.0,266000.0,False,False,True,False,False
5.0,1976.0,1976.0,536.0,1112.0,1.0,0.0,336.0,85000.0,False,False,False,True,False
6.0,1939.0,1950.0,972.0,1577.0,1.0,1.0,312.0,140200.0,False,False,True,False,False
6.0,1960.0,1998.0,958.0,958.0,1.0,0.0,301.0,151500.0,False,False,True,False,False
6.0,1960.0,1960.0,1478.0,1478.0,2.0,2.0,498.0,157500.0,False,False,True,False,False
7.0,2003.0,2004.0,764.0,1626.0,2.0,0.0,474.0,154000.0,False,False,True,False,False
9.0,2005.0,2006.0,1848.0,2728.0,2.0,2.0,706.0,437154.0,False,False,True,False,False
9.0,2007.0,2007.0,1869.0,1869.0,2.0,1.0,617.0,318061.0,False,False,True,False,False
7.0,1986.0,1986.0,1453.0,1453.0,1.0,1.0,445.0,190000.0,False,False,True,False,False
5.0,1941.0,1950.0,616.0,1111.0,1.0,0.0,200.0,95000.0,False,False,True,False,False
6.0,1928.0,2003.0,624.0,720.0,1.0,0.0,484.0,105900.0,False,False,False,True,False
6.0,1940.0,2000.0,940.0,1595.0,1.0,2.0,240.0,140000.0,False,False,True,False,False
6.0,1995.0,1995.0,1200.0,1200.0,2.0,0.0,521.0,177500.0,False,False,True,False,False
6.0,1992.0,1992.0,1158.0,1167.0,2.0,0.0,400.0,173000.0,False,False,True,False,False
5.0,1976.0,1976.0,1142.0,1142.0,1.0,1.0,528.0,134000.0,False,False,False,True,False
5.0,1958.0,1958.0,1062.0,1352.0,1.0,0.0,288.0,130000.0,False,False,True,False,False
8.0,1998.0,1998.0,1086.0,1924.0,2.0,1.0,592.0,280000.0,False,False,True,False,False
6.0,1978.0,1978.0,888.0,912.0,1.0,1.0,470.0,156000.0,False,False,True,False,False
5.0,1940.0,1982.0,883.0,1505.0,1.0,0.0,240.0,145000.0,False,False,True,False,False
7.0,2003.0,2003.0,0.0,1922.0,3.0,1.0,672.0,198500.0,False,False,True,False,False
6.0,1972.0,2007.0,483.0,987.0,1.0,0.0,264.0,118000.0,False,False,False,True,False
6.0,1976.0,1976.0,796.0,1574.0,2.0,1.0,566.0,190000.0,False,False,True,False,False
5.0,1920.0,1997.0,672.0,1344.0,1.0,0.0,468.0,147000.0,False,False,False,True,False
6.0,1963.0,1963.0,1394.0,1394.0,1.0,2.0,514.0,159000.0,False,False,True,False,False
6.0,1962.0,1962.0,1099.0,1431.0,1.0,1.0,296.0,165000.0,False,False,True,False,False
5.0,1954.0,1954.0,1268.0,1268.0,1.0,1.0,244.0,132000.0,False,False,True,False,False
5.0,1959.0,2006.0,1063.0,1287.0,1.0,1.0,576.0,162000.0,False,False,True,False,False
6.0,2000.0,2000.0,953.0,1664.0,2.0,1.0,460.0,172400.0,False,False,True,False,False
4.0,1959.0,1959.0,0.0,1588.0,2.0,1.0,680.0,134432.0,False,False,True,False,False
6.0,1984.0,1984.0,744.0,752.0,1.0,0.0,264.0,125000.0,False,False,True,False,False
5.0,1953.0,1953.0,608.0,1319.0,1.0,0.0,270.0,123000.0,False,False,True,False,False
7.0,2003.0,2004.0,847.0,1928.0,2.0,1.0,434.0,219500.0,False,False,True,False,False
1.0,1922.0,1950.0,683.0,904.0,0.0,0.0,0.0,61000.0,False,False,True,False,False
5.0,1996.0,1996.0,870.0,914.0,1.0,0.0,576.0,148000.0,False,False,True,False,False
8.0,2004.0,2005.0,1580.0,2466.0,3.0,1.0,610.0,340000.0,True,False,False,False,False
9.0,2010.0,2010.0,1856.0,1856.0,1.0,1.0,834.0,394432.0,False,False,True,False,False
6.0,2000.0,2000.0,982.0,1800.0,2.0,1.0,463.0,179000.0,False,False,True,False,False
5.0,1924.0,1950.0,1026.0,1691.0,2.0,1.0,308.0,127000.0,False,False,True,False,False
7.0,2006.0,2006.0,1293.0,1301.0,2.0,1.0,572.0,187750.0,True,False,False,False,False
7.0,2006.0,2006.0,939.0,1797.0,2.0,0.0,639.0,213500.0,False,False,True,False,False
6.0,1928.0,1950.0,784.0,784.0,1.0,0.0,360.0,76000.0,False,True,False,False,False
6.0,1992.0,1992.0,1580.0,1953.0,2.0,2.0,501.0,240000.0,False,False,True,False,False
8.0,2004.0,2005.0,1256.0,1269.0,2.0,1.0,430.0,192000.0,False,False,True,False,False
5.0,1910.0,1996.0,658.0,1184.0,1.0,0.0,0.0,81000.0,False,False,True,False,False
6.0,1976.0,1976.0,1041.0,1125.0,1.0,1.0,352.0,125000.0,False,False,True,False,False
7.0,1999.0,2000.0,1468.0,1479.0,2.0,0.0,577.0,191000.0,False,False,True,False,False
10.0,2007.0,2008.0,1682.0,2332.0,2.0,1.0,846.0,426000.0,False,False,True,False,False
5.0,1900.0,1950.0,861.0,1367.0,1.0,0.0,384.0,119000.0,False,False,True,False,False
6.0,2001.0,2002.0,804.0,1961.0,2.0,1.0,560.0,215000.0,False,False,True,False,False
5.0,1959.0,1959.0,0.0,882.0,1.0,0.0,294.0,106500.0,False,False,True,False,False
4.0,1941.0,1950.0,788.0,788.0,1.0,2.0,0.0,100000.0,False,False,True,False,False
5.0,1940.0,1950.0,735.0,1034.0,1.0,0.0,240.0,109000.0,False,False,True,False,False
5.0,1956.0,1956.0,1144.0,1144.0,1.0,0.0,596.0,129000.0,False,False,True,False,False
5.0,1972.0,1972.0,894.0,894.0,1.0,0.0,600.0,123000.0,False,False,True,False,False
5.0,1962.0,1962.0,864.0,1812.0,2.0,1.0,264.0,169500.0,False,False,True,False,False
5.0,1920.0,1950.0,961.0,1077.0,1.0,0.0,338.0,67000.0,False,False,False,True,False
7.0,2006.0,2007.0,1092.0,1550.0,2.0,0.0,438.0,241000.0,True,False,False,False,False
8.0,1996.0,1996.0,1260.0,1288.0,1.0,2.0,500.0,245500.0,False,False,True,False,False
7.0,2005.0,2005.0,1310.0,1310.0,2.0,1.0,400.0,164990.0,False,False,True,False,False
5.0,1940.0,1997.0,672.0,672.0,1.0,0.0,240.0,108000.0,False,False,True,False,False
8.0,1998.0,1998.0,1141.0,2263.0,2.0,1.0,420.0,258000.0,False,False,True,False,False
6.0,1995.0,1996.0,806.0,1572.0,2.0,1.0,373.0,168000.0,False,False,True,False,False
4.0,1976.0,1993.0,1281.0,1620.0,2.0,1.0,490.0,150000.0,False,False,True,False,False
6.0,1936.0,1950.0,1064.0,1639.0,1.0,0.0,240.0,115000.0,False,False,True,False,False
6.0,1915.0,1976.0,840.0,1680.0,2.0,0.0,308.0,177000.0,False,False,True,False,False
7.0,2006.0,2006.0,1063.0,2172.0,2.0,1.0,947.0,280000.0,False,False,True,False,False
8.0,2007.0,2008.0,1034.0,2078.0,2.0,1.0,836.0,339750.0,True,False,False,False,False
5.0,1958.0,1958.0,1276.0,1276.0,1.0,0.0,350.0,60000.0,False,False,True,False,False
5.0,1955.0,1955.0,1056.0,1056.0,1.0,0.0,572.0,145000.0,False,False,True,False,False
7.0,2009.0,2009.0,1470.0,1478.0,2.0,1.0,484.0,222000.0,True,False,False,False,False
5.0,1927.0,1950.0,1008.0,1028.0,1.0,1.0,360.0,115000.0,False,False,False,True,False
7.0,1993.0,1993.0,1080.0,2097.0,2.0,1.0,678.0,228000.0,False,False,True,False,False
7.0,2007.0,2007.0,1340.0,1340.0,2.0,0.0,396.0,181134.0,False,False,True,False,False
6.0,1978.0,1978.0,672.0,1400.0,1.0,1.0,440.0,149500.0,False,False,True,False,False
6.0,1918.0,1950.0,1370.0,2624.0,2.0,1.0,864.0,239000.0,False,False,True,False,False
5.0,1940.0,1950.0,756.0,1134.0,1.0,0.0,240.0,126000.0,False,False,True,False,False
5.0,1968.0,1968.0,1056.0,1056.0,1.0,1.0,304.0,142000.0,False,False,True,False,False
7.0,1997.0,1998.0,1344.0,1344.0,2.0,0.0,784.0,206300.0,False,False,False,True,False
6.0,1977.0,2000.0,1602.0,1602.0,2.0,1.0,529.0,215000.0,False,False,True,False,False
5.0,1954.0,1954.0,988.0,988.0,1.0,0.0,520.0,113000.0,False,False,True,False,False
8.0,1998.0,1998.0,1470.0,2630.0,2.0,1.0,696.0,315000.0,False,False,True,False,False
6.0,1956.0,1956.0,1196.0,1196.0,1.0,1.0,297.0,139000.0,False,False,True,False,False
7.0,1946.0,1992.0,651.0,1389.0,1.0,2.0,240.0,135000.0,False,False,False,True,False
7.0,1989.0,1989.0,1518.0,1644.0,2.0,1.0,569.0,275000.0,False,False,True,False,False
4.0,1957.0,1957.0,907.0,907.0,1.0,0.0,352.0,109008.0,False,False,True,False,False
7.0,2007.0,2007.0,1208.0,1208.0,2.0,0.0,628.0,195400.0,False,False,True,False,False
6.0,1988.0,1988.0,1392.0,1412.0,2.0,1.0,576.0,175000.0,False,False,True,False,False
6.0,1971.0,1971.0,483.0,987.0,1.0,0.0,264.0,85400.0,False,False,False,True,False
6.0,1920.0,1998.0,901.0,1198.0,1.0,0.0,0.0,79900.0,False,False,False,True,False
5.0,1971.0,1971.0,765.0,1365.0,1.0,0.0,440.0,122500.0,False,False,False,True,False
6.0,1997.0,1998.0,926.0,1604.0,2.0,1.0,470.0,181000.0,False,False,True,False,False
4.0,1972.0,1972.0,630.0,630.0,1.0,0.0,0.0,81000.0,False,False,False,True,False
7.0,1996.0,1996.0,799.0,1661.0,2.0,1.0,550.0,212000.0,False,False,True,False,False
6.0,1920.0,1950.0,648.0,1118.0,1.0,0.0,440.0,116000.0,False,False,False,True,False
6.0,1926.0,2004.0,884.0,904.0,1.0,0.0,180.0,119000.0,False,False,False,True,False
5.0,1913.0,2002.0,440.0,694.0,1.0,1.0,352.0,90350.0,False,False,True,False,False
6.0,1920.0,2000.0,684.0,1196.0,1.0,0.0,528.0,110000.0,False,False,True,False,False
10.0,2008.0,2008.0,3094.0,2402.0,2.0,2.0,672.0,555000.0,False,False,True,False,False
4.0,1955.0,1955.0,1440.0,1440.0,2.0,0.0,0.0,118000.0,False,False,True,False,False
5.0,1930.0,1992.0,1078.0,1573.0,2.0,1.0,360.0,162900.0,False,False,False,True,False
7.0,2006.0,2007.0,1258.0,1258.0,2.0,1.0,648.0,172500.0,False,False,True,False,False
7.0,1994.0,1995.0,915.0,1908.0,2.0,1.0,493.0,210000.0,False,False,True,False,False
6.0,1956.0,1956.0,1436.0,1689.0,1.0,1.0,480.0,127500.0,False,False,True,False,False
6.0,1966.0,2002.0,1517.0,1888.0,2.0,1.0,578.0,190000.0,False,False,True,False,False
7.0,1998.0,1999.0,930.0,1886.0,2.0,1.0,431.0,199900.0,False,False,True,False,False
6.0,1937.0,1950.0,780.0,1376.0,2.0,1.0,198.0,119500.0,False,False,False,True,False
3.0,1948.0,2002.0,649.0,1183.0,1.0,0.0,308.0,120000.0,False,False,False,True,False
6.0,1930.0,2005.0,813.0,813.0,1.0,0.0,270.0,110000.0,False,False,False,True,False
7.0,1975.0,1975.0,1533.0,1533.0,2.0,2.0,576.0,280000.0,False,False,True,False,False
6.0,1996.0,1997.0,872.0,1756.0,2.0,0.0,422.0,204000.0,False,False,True,False,False
8.0,2008.0,2008.0,768.0,1590.0,2.0,0.0,676.0,210000.0,True,False,False,False,False
5.0,1976.0,1976.0,1728.0,1728.0,2.0,0.0,560.0,188000.0,False,False,True,False,False
7.0,1973.0,1973.0,1242.0,1242.0,1.0,1.0,528.0,175500.0,False,False,True,False,False
5.0,1916.0,1950.0,624.0,1344.0,1.0,0.0,513.0,98000.0,False,False,False,True,False
4.0,1954.0,1994.0,1364.0,1663.0,1.0,2.0,529.0,256000.0,False,False,True,False,False
8.0,1925.0,1996.0,588.0,1666.0,1.0,1.0,228.0,161000.0,False,False,False,True,False
5.0,1950.0,1950.0,709.0,1203.0,1.0,1.0,352.0,110000.0,False,False,True,False,False
8.0,2009.0,2009.0,832.0,1935.0,2.0,0.0,552.0,263435.0,True,False,False,False,False
7.0,1936.0,2007.0,560.0,1135.0,1.0,0.0,576.0,155000.0,False,False,True,False,False
5.0,1965.0,1965.0,864.0,864.0,1.0,1.0,360.0,62383.0,False,False,True,False,False
6.0,1934.0,1995.0,715.0,1660.0,1.0,1.0,240.0,188700.0,False,False,True,False,False
5.0,1978.0,1978.0,1040.0,1040.0,2.0,0.0,0.0,124000.0,False,False,True,False,False
7.0,2004.0,2004.0,1375.0,1414.0,2.0,1.0,398.0,178740.0,False,False,False,True,False
7.0,1970.0,1970.0,1277.0,1277.0,1.0,1.0,526.0,167000.0,False,False,True,False,False
5.0,1942.0,1995.0,728.0,1644.0,1.0,2.0,312.0,146500.0,False,False,True,False,False
8.0,2006.0,2006.0,1626.0,1634.0,2.0,1.0,866.0,250000.0,False,False,True,False,False
6.0,1993.0,1993.0,832.0,1710.0,2.0,0.0,506.0,187000.0,False,False,True,False,False
8.0,1985.0,1985.0,1488.0,1502.0,1.0,0.0,528.0,212000.0,False,False,True,False,False
7.0,1977.0,1977.0,808.0,1969.0,2.0,1.0,534.0,190000.0,False,False,True,False,False
6.0,2005.0,2005.0,547.0,1072.0,1.0,0.0,525.0,148000.0,False,False,False,True,False
8.0,2006.0,2007.0,1976.0,1976.0,2.0,1.0,908.0,440000.0,False,False,True,False,False
8.0,2000.0,2000.0,1494.0,1652.0,2.0,0.0,499.0,251000.0,False,False,True,False,False
5.0,1963.0,1963.0,970.0,970.0,1.0,0.0,624.0,132500.0,False,False,True,False,False
6.0,1997.0,1998.0,1478.0,1493.0,2.0,1.0,508.0,208900.0,False,False,True,False,False
9.0,2006.0,2006.0,2153.0,2643.0,2.0,1.0,694.0,380000.0,False,False,True,False,False
8.0,2007.0,2008.0,1705.0,1718.0,2.0,1.0,826.0,297000.0,False,False,True,False,False
4.0,1937.0,2000.0,907.0,1131.0,1.0,0.0,672.0,89471.0,False,False,False,True,False
9.0,2004.0,2005.0,1833.0,1850.0,2.0,1.0,772.0,326000.0,False,False,True,False,False
9.0,2003.0,2004.0,1792.0,1792.0,2.0,1.0,874.0,374000.0,False,False,True,False,False
7.0,1915.0,2005.0,910.0,1826.0,1.0,1.0,164.0,155000.0,False,False,False,True,False
6.0,1998.0,1998.0,1216.0,1216.0,2.0,0.0,402.0,164000.0,False,False,False,True,False
5.0,1962.0,2001.0,999.0,999.0,1.0,0.0,264.0,132500.0,False,False,True,False,False
5.0,1950.0,2007.0,1113.0,1113.0,1.0,1.0,264.0,147000.0,False,False,True,False,False
5.0,1965.0,1965.0,1073.0,1073.0,1.0,0.0,515.0,156000.0,False,False,True,False,False
5.0,1971.0,1971.0,1484.0,1484.0,2.0,1.0,487.0,175000.0,False,False,True,False,False
5.0,1900.0,1970.0,954.0,2414.0,2.0,1.0,520.0,160000.0,False,False,True,False,False
4.0,1970.0,2002.0,630.0,630.0,1.0,0.0,286.0,86000.0,False,False,False,True,False
5.0,1976.0,1976.0,264.0,1304.0,1.0,1.0,336.0,115000.0,False,False,False,True,False
6.0,1941.0,1950.0,806.0,1578.0,1.0,2.0,240.0,133000.0,False,False,True,False,False
6.0,2006.0,2006.0,728.0,1456.0,2.0,0.0,429.0,172785.0,False,False,True,False,False
5.0,1960.0,1960.0,1269.0,1269.0,1.0,1.0,308.0,155000.0,False,False,True,False,False
5.0,1938.0,1996.0,190.0,886.0,1.0,0.0,273.0,91300.0,False,False,False,True,False
4.0,1920.0,1950.0,720.0,720.0,1.0,0.0,0.0,34900.0,False,False,False,False,False
8.0,1992.0,1993.0,3200.0,3228.0,3.0,1.0,546.0,430000.0,False,False,True,False,False
7.0,1925.0,1950.0,1026.0,1820.0,2.0,0.0,240.0,184000.0,False,False,True,False,False
5.0,1967.0,2004.0,864.0,899.0,1.0,0.0,288.0,130000.0,False,False,True,False,False
5.0,1958.0,1985.0,912.0,912.0,1.0,0.0,297.0,120000.0,False,False,True,False,False
6.0,1973.0,1973.0,672.0,1218.0,1.0,0.0,264.0,113000.0,False,False,False,True,False
7.0,2005.0,2005.0,866.0,1768.0,2.0,0.0,603.0,226700.0,True,False,False,False,False
5.0,1965.0,1965.0,1214.0,1214.0,1.0,0.0,461.0,140000.0,False,False,True,False,False
7.0,1959.0,1997.0,1501.0,1801.0,2.0,2.0,484.0,289000.0,False,False,True,False,False
6.0,1974.0,1974.0,855.0,1322.0,2.0,1.0,440.0,147000.0,False,False,True,False,False
5.0,1952.0,1952.0,960.0,1960.0,2.0,0.0,400.0,124500.0,False,False,False,True,False
8.0,1993.0,1994.0,777.0,1911.0,2.0,1.0,471.0,215000.0,False,False,True,False,False
6.0,2009.0,2009.0,1218.0,1218.0,2.0,0.0,676.0,208300.0,True,False,False,False,False
7.0,1928.0,2005.0,689.0,1378.0,2.0,1.0,360.0,161000.0,False,False,False,True,False
5.0,1959.0,1959.0,1041.0,1041.0,1.0,0.0,270.0,124500.0,False,False,True,False,False
5.0,1951.0,2000.0,1008.0,1363.0,1.0,2.0,288.0,164900.0,False,False,True,False,False
7.0,2005.0,2006.0,1368.0,1368.0,2.0,1.0,474.0,202665.0,False,False,True,False,False
5.0,1958.0,1958.0,864.0,864.0,1.0,0.0,624.0,129900.0,False,False,True,False,False
6.0,1983.0,1983.0,1084.0,1080.0,1.0,0.0,484.0,134000.0,False,False,True,False,False
5.0,1926.0,1950.0,768.0,789.0,1.0,0.0,200.0,96500.0,False,False,True,False,False
10.0,2009.0,2009.0,2006.0,2020.0,2.0,1.0,900.0,402861.0,False,False,True,False,False
6.0,1972.0,1972.0,689.0,2119.0,2.0,1.0,583.0,158000.0,False,False,True,False,False
7.0,1996.0,1997.0,1264.0,2344.0,2.0,1.0,889.0,265000.0,False,False,True,False,False
6.0,1998.0,1998.0,794.0,1796.0,2.0,0.0,546.0,211000.0,False,False,True,False,False
7.0,1926.0,2004.0,1276.0,2080.0,1.0,2.0,282.0,234000.0,False,False,True,False,False
4.0,1900.0,2000.0,0.0,1294.0,2.0,0.0,0.0,106250.0,False,False,True,False,False
6.0,1957.0,1957.0,1244.0,1244.0,1.0,2.0,336.0,150000.0,False,False,True,False,False
6.0,1947.0,1950.0,1004.0,1664.0,2.0,2.0,420.0,159000.0,False,False,False,True,False
10.0,2007.0,2008.0,3138.0,4676.0,3.0,1.0,884.0,184750.0,False,False,True,False,False
7.0,1996.0,1997.0,1379.0,2398.0,2.0,1.0,834.0,315750.0,False,False,True,False,False
7.0,2005.0,2005.0,1257.0,1266.0,2.0,1.0,453.0,176000.0,True,False,False,False,False
5.0,1956.0,2000.0,928.0,928.0,1.0,0.0,252.0,132000.0,False,False,True,False,False
9.0,2008.0,2008.0,1452.0,2713.0,2.0,1.0,858.0,446261.0,False,False,True,False,False
4.0,1920.0,2002.0,528.0,605.0,1.0,0.0,0.0,86000.0,False,False,True,False,False
6.0,1957.0,1975.0,2035.0,2515.0,3.0,2.0,484.0,200624.0,False,False,True,False,False
6.0,1988.0,1989.0,1461.0,1509.0,2.0,1.0,600.0,175000.0,False,False,True,False,False
6.0,1920.0,1999.0,611.0,1362.0,2.0,0.0,502.0,128000.0,False,False,False,True,False
5.0,1955.0,2007.0,0.0,827.0,1.0,1.0,392.0,107500.0,False,False,True,False,False
1.0,1946.0,1950.0,0.0,334.0,1.0,0.0,0.0,39300.0,False,False,True,False,False
8.0,2004.0,2004.0,707.0,1414.0,2.0,1.0,403.0,178000.0,False,False,True,False,False
5.0,1910.0,1991.0,1117.0,1347.0,1.0,0.0,0.0,107500.0,False,False,True,False,False
7.0,1998.0,1999.0,880.0,1724.0,2.0,0.0,527.0,188000.0,False,False,True,False,False
4.0,1972.0,1972.0,864.0,864.0,1.0,0.0,576.0,111250.0,False,False,True,False,False
5.0,1968.0,1968.0,1051.0,1159.0,1.0,1.0,336.0,158000.0,False,False,True,False,False
8.0,2001.0,2002.0,1581.0,1601.0,2.0,1.0,670.0,272000.0,False,False,True,False,False
9.0,2006.0,2006.0,1838.0,1838.0,2.0,1.0,765.0,315000.0,False,False,True,False,False
8.0,2000.0,2000.0,969.0,2285.0,2.0,1.0,648.0,248000.0,False,False,True,False,False
7.0,1998.0,1999.0,1650.0,1680.0,2.0,1.0,583.0,213250.0,False,False,True,False,False
7.0,1998.0,1998.0,723.0,767.0,1.0,0.0,367.0,133000.0,False,True,False,False,False
7.0,2006.0,2006.0,654.0,1496.0,2.0,1.0,426.0,179665.0,False,False,True,False,False
7.0,1988.0,1988.0,1204.0,2183.0,2.0,0.0,786.0,229000.0,False,False,True,False,False
6.0,1923.0,1950.0,1065.0,1635.0,1.0,1.0,440.0,210000.0,False,False,True,False,False
5.0,1970.0,1970.0,768.0,768.0,1.0,0.0,624.0,129500.0,False,False,True,False,False
